Teacher_ID,First_Name,Last_Name,Region,Age,Years_Experience,Educational_Attainment,Major_Specialization,Subject_Taught,Certification_Level,Fragility_Indicator
2026-STAR-0245,Pedro,Reyes,Region IX,53,25,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-0246,Ana,Torres,NCR,38,23,PhD STEM,Mathematics,Biology,Level 1,High
2026-STAR-0247,Manuel,Mendoza,NCR,28,32,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-0248,Juan,Aquino,Region VIII,34,5,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-0249,Manuel,Lopez,Region IV-A,30,32,Master of Arts in Ed,Mathematics,Chemistry,Level 1,High
2026-STAR-0250,Ricardo,Gonzales,Region VIII,38,9,BS Science,Unrelated / Not Specified,Mathematics,Level 2,High
2026-STAR-0251,Jose,Navarro,Region V,28,30,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-0252,Luz,Tolentino,Region XIII,45,31,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-0253,Pilar,Cruz,Region IV-B,24,5,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-0254,Luz,Gonzales,Region X,50,28,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-0255,Maria,Villanueva,Region XIII,37,29,PhD STEM,Mathematics,Chemistry,Level 1,High
2026-STAR-0256,Maria,Aquino,Region III,47,24,BS Science,General Science,General Science,Level 3,Low
2026-STAR-0257,Carlos,Lopez,Region III,42,16,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-0258,Roberto,Reyes,BARMM,27,0,BS Science,Chemistry,General Science,Level 1,High
2026-STAR-0259,Teresa,Garcia,Region I,31,15,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-0260,Antonio,Navarro,CAR,25,5,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-0261,Roberto,Bautista,Region XII,26,18,PhD STEM,Biology,Mathematics,Level 1,High
2026-STAR-0262,Maria,Gomez,Region IV-A,42,10,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-0263,Maria,Lopez,Region V,29,29,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-0264,Carlos,Navarro,BARMM,39,9,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-0265,Luis,Alvarez,Region IX,39,28,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-0266,Elena,Cruz,Region VII,49,11,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-0267,Elena,Gomez,Region VII,45,30,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-0268,Antonio,Mendoza,Region VIII,31,4,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-0269,Elena,Rodriguez,CAR,52,5,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-0270,Antonio,Perez,Region XIII,29,22,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-0271,Maria,Rodriguez,CAR,54,22,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-0272,Luz,Perez,BARMM,27,1,Bachelor of Secondary Education,Mathematics,Physics,Level 1,High
2026-STAR-0273,Elena,Reyes,Region VI,23,30,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-0274,Carlos,Tolentino,Region IX,46,25,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-0275,Jose,Santos,Region XIII,54,20,Master of Arts in Ed,Unrelated / Not Specified,Mathematics,Level 3,High
2026-STAR-0276,Ramon,Rizal,Region III,35,14,PhD STEM,Unrelated / Not Specified,General Science,Level 2,High
2026-STAR-0277,Carmen,Bautista,Region X,33,32,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-0278,Carmen,Mendoza,BARMM,41,7,PhD STEM,Physics,Chemistry,Level 1,High
2026-STAR-0279,Rosa,Gonzales,CAR,41,13,Bachelor of Secondary Education,Unrelated / Not Specified,Chemistry,Level 1,High
2026-STAR-0280,Elena,Santos,Region VI,46,5,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-0281,Lourdes,Reyes,CAR,52,17,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-0282,Eduardo,Bautista,Region III,39,3,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-0283,Pedro,Gomez,NCR,57,24,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-0284,Carmen,Tolentino,Region III,24,7,Bachelor of Secondary Education,Unrelated / Not Specified,Biology,Level 2,High
2026-STAR-0285,Carlos,Dela Cruz,Region IV-A,33,12,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-0286,Carmen,Garcia,Region VI,35,17,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-0287,Pedro,Aquino,CAR,49,10,Bachelor of Secondary Education,Biology,Physics,Level 1,High
2026-STAR-0288,Jose,Navarro,Region IV-A,33,5,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-0289,Maria,Santos,BARMM,28,0,Bachelor of Secondary Education,General Science,Biology,Level 1,High
2026-STAR-0290,Beatriz,Rizal,Region IV-A,46,21,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-0291,Sofia,Fernandez,Region XI,48,19,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-0292,Antonio,Villanueva,Region IV-B,57,26,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-0293,Carmela,Cruz,Region VIII,28,6,Bachelor of Secondary Education,General Science,Chemistry,Level 1,High
2026-STAR-0294,Juan,Bautista,Region XII,53,19,Bachelor of Secondary Education,Chemistry,Physics,Level 1,High
2026-STAR-0295,Jose,Gomez,Region IV-A,49,27,BS Science,Chemistry,Physics,Level 1,High
2026-STAR-0296,Luz,Santos,Region II,24,4,Bachelor of Secondary Education,Unrelated / Not Specified,Physics,Level 3,High
2026-STAR-0297,Roberto,Rizal,Region VIII,26,6,Master of Arts in Ed,Unrelated / Not Specified,Physics,Level 1,High
2026-STAR-0298,Miguel,Tolentino,Region VI,49,30,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-0299,Pilar,Bautista,Region XII,33,28,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-0300,Luis,Mendoza,Region XII,42,6,PhD STEM,Biology,General Science,Level 1,High
2026-STAR-0301,Pilar,Cruz,Region VII,42,26,PhD STEM,Unrelated / Not Specified,Physics,Level 1,High
2026-STAR-0302,Beatriz,Villanueva,BARMM,22,9,Master of Arts in Ed,Biology,General Science,Level 1,High
2026-STAR-0303,Ana,Perez,CAR,45,15,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-0304,Ramon,Tolentino,Region I,34,18,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-0305,Ramon,Santos,Region V,57,20,Master of Arts in Ed,Unrelated / Not Specified,Physics,Level 2,High
2026-STAR-0306,Maria,Rodriguez,Region XIII,50,30,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-0307,Beatriz,Navarro,Region X,24,5,PhD STEM,Biology,Mathematics,Level 1,High
2026-STAR-0308,Luz,Rodriguez,Region III,44,32,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-0309,Carmen,Ramos,Region VIII,38,8,BS Science,Chemistry,Biology,Level 1,High
2026-STAR-0310,Carmen,Tolentino,BARMM,29,1,Bachelor of Secondary Education,Mathematics,Biology,Level 1,High
2026-STAR-0311,Carmela,Lopez,Region XI,46,22,BS Science,Physics,Physics,Level 2,Low
2026-STAR-0312,Manuel,Gonzales,CAR,54,3,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-0313,Jose,Garcia,Region II,51,27,Master of Arts in Ed,Unrelated / Not Specified,Chemistry,Level 2,High
2026-STAR-0314,Ana,Navarro,Region X,26,10,BS Science,Mathematics,Chemistry,Level 1,High
2026-STAR-0315,Pedro,Alvarez,Region III,51,17,BS Science,Physics,Physics,Level 3,Low
2026-STAR-0316,Roberto,Alvarez,BARMM,23,0,BS Science,Physics,Physics,Level 1,Low
2026-STAR-0317,Ana,Torres,NCR,57,15,Bachelor of Secondary Education,Physics,General Science,Level 1,High
2026-STAR-0318,Beatriz,Cruz,Region V,50,32,BS Science,General Science,General Science,Level 3,Low
2026-STAR-0319,Luz,Ramos,Region XIII,57,8,BS Science,Unrelated / Not Specified,General Science,Level 3,High
2026-STAR-0320,Miguel,Gomez,Region III,28,24,PhD STEM,Unrelated / Not Specified,General Science,Level 3,High
2026-STAR-0321,Antonio,Reyes,Region X,24,16,Bachelor of Secondary Education,Unrelated / Not Specified,Biology,Level 1,High
2026-STAR-0322,Pilar,Mendoza,Region VI,55,9,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-0323,Teresa,Villanueva,Region X,28,7,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-0324,Carmen,Santos,BARMM,28,8,Master of Arts in Ed,Mathematics,General Science,Level 1,High
2026-STAR-0325,Rosa,Reyes,Region IV-B,37,10,BS Science,General Science,General Science,Level 2,Low
2026-STAR-0326,Sofia,Mendoza,Region XI,44,14,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-0327,Manuel,Villanueva,Region VIII,30,7,PhD STEM,Physics,General Science,Level 1,High
2026-STAR-0328,Eduardo,Reyes,Region IX,48,31,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-0329,Pedro,Alvarez,Region X,34,24,Master of Arts in Ed,Unrelated / Not Specified,Chemistry,Level 3,High
2026-STAR-0330,Carlos,Lopez,BARMM,28,6,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-0331,Juan,Tolentino,Region X,23,25,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-0332,Juan,Gomez,BARMM,39,1,Bachelor of Secondary Education,Mathematics,Mathematics,Level 1,Low
2026-STAR-0333,Manuel,Rodriguez,NCR,36,19,BS Science,Chemistry,Biology,Level 1,High
2026-STAR-0334,Roberto,Garcia,Region X,31,9,BS Science,General Science,Chemistry,Level 1,High
2026-STAR-0335,Rosa,Alvarez,BARMM,27,6,BS Science,General Science,Physics,Level 1,High
2026-STAR-0336,Antonio,Alvarez,Region IX,27,29,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-0337,Lourdes,Perez,NCR,25,26,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-0338,Lourdes,Fernandez,Region IV-A,23,32,BS Science,Physics,Physics,Level 2,Low
2026-STAR-0339,Ricardo,Santos,Region IX,45,19,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-0340,Luis,Navarro,Region XIII,30,25,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-0341,Jose,Torres,Region X,50,7,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-0342,Roberto,Villanueva,Region VIII,23,6,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-0343,Manuel,Perez,Region VII,25,10,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-0344,Miguel,Tolentino,Region IX,50,5,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-0345,Roberto,Gonzales,Region VI,53,31,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-0346,Eduardo,Aquino,Region IV-B,30,31,BS Science,Unrelated / Not Specified,Biology,Level 2,High
2026-STAR-0347,Roberto,Perez,Region XIII,51,28,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-0348,Jose,Fernandez,BARMM,25,0,PhD STEM,Unrelated / Not Specified,Mathematics,Level 1,High
2026-STAR-0349,Beatriz,Tolentino,Region II,42,8,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-0350,Antonio,Tolentino,Region VII,36,5,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-0351,Juan,Lopez,Region I,48,8,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-0352,Lourdes,Alvarez,Region II,53,23,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-0353,Ana,Gomez,Region I,24,21,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-0354,Manuel,Mendoza,Region IV-A,28,24,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-0355,Ana,Tolentino,Region VII,34,21,BS Science,Unrelated / Not Specified,Chemistry,Level 2,High
2026-STAR-0356,Antonio,Aquino,BARMM,38,2,Master of Arts in Ed,Chemistry,Chemistry,Level 1,Low
2026-STAR-0357,Carmen,Rodriguez,Region I,47,10,BS Science,Unrelated / Not Specified,Mathematics,Level 3,High
2026-STAR-0358,Pilar,Aquino,CAR,24,13,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-0359,Rosa,Aquino,Region I,51,18,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-0360,Juan,Dela Cruz,Region VII,39,22,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-0361,Manuel,Gonzales,Region I,56,12,BS Science,Unrelated / Not Specified,General Science,Level 2,High
2026-STAR-0362,Luz,Perez,Region IX,52,10,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-0363,Elena,Fernandez,CAR,36,26,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-0364,Carlos,Fernandez,Region XIII,28,31,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-0365,Manuel,Alvarez,Region IV-B,54,3,Master of Arts in Ed,Biology,Chemistry,Level 1,High
2026-STAR-0366,Antonio,Cruz,Region XIII,51,13,BS Science,Physics,Physics,Level 2,Low
2026-STAR-0367,Carmela,Rizal,Region IV-B,46,20,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-0368,Sofia,Ramos,BARMM,26,8,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-0369,Eduardo,Torres,Region V,25,14,BS Science,Biology,Biology,Level 2,Low
2026-STAR-0370,Carmela,Garcia,Region XIII,43,9,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-0371,Jose,Rodriguez,Region V,35,4,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-0372,Maria,Gonzales,Region VII,53,15,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-0373,Maria,Rizal,Region XIII,27,19,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-0374,Lourdes,Lopez,Region VIII,38,4,Master of Arts in Ed,Chemistry,Physics,Level 1,High
2026-STAR-0375,Ana,Villanueva,Region VIII,33,0,PhD STEM,Physics,Biology,Level 1,High
2026-STAR-0376,Maria,Santos,Region VIII,24,6,Bachelor of Secondary Education,General Science,Biology,Level 1,High
2026-STAR-0377,Teresa,Gomez,Region VII,50,15,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-0378,Teresa,Torres,NCR,53,27,Bachelor of Secondary Education,Unrelated / Not Specified,Mathematics,Level 3,High
2026-STAR-0379,Carlos,Perez,Region V,34,29,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-0380,Miguel,Rizal,NCR,52,11,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-0381,Sofia,Gomez,Region XIII,31,20,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-0382,Elena,Aquino,BARMM,42,5,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-0383,Pedro,Gomez,CAR,37,13,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-0384,Sofia,Perez,Region X,53,26,BS Science,Biology,Biology,Level 3,Low
2026-STAR-0385,Pilar,Reyes,CAR,51,26,Bachelor of Secondary Education,Unrelated / Not Specified,Chemistry,Level 3,High
2026-STAR-0386,Jose,Rodriguez,Region XIII,29,9,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-0387,Teresa,Villanueva,Region XII,38,11,PhD STEM,Unrelated / Not Specified,Biology,Level 3,High
2026-STAR-0388,Maria,Torres,Region II,56,24,Master of Arts in Ed,Mathematics,General Science,Level 1,High
2026-STAR-0389,Maria,Garcia,Region IX,40,23,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-0390,Ricardo,Cruz,Region IV-B,45,10,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-0391,Rosa,Gomez,Region III,46,11,Master of Arts in Ed,Unrelated / Not Specified,Physics,Level 2,High
2026-STAR-0392,Carmela,Mendoza,Region I,35,9,PhD STEM,Unrelated / Not Specified,Mathematics,Level 3,High
2026-STAR-0393,Sofia,Gomez,Region V,46,7,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-0394,Luis,Garcia,Region VIII,37,0,BS Science,Mathematics,Mathematics,Level 1,Low
2026-STAR-0395,Roberto,Torres,Region XIII,46,17,PhD STEM,Physics,Mathematics,Level 1,High
2026-STAR-0396,Roberto,Reyes,Region IV-B,42,30,PhD STEM,Mathematics,Physics,Level 1,High
2026-STAR-0397,Rosa,Dela Cruz,Region VIII,20,5,BS Science,Unrelated / Not Specified,Physics,Level 1,High
2026-STAR-0398,Teresa,Lopez,Region VI,45,20,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-0399,Ramon,Rodriguez,Region IX,52,10,Master of Arts in Ed,Unrelated / Not Specified,Biology,Level 2,High
2026-STAR-0400,Teresa,Aquino,Region IV-B,50,5,Master of Arts in Ed,Unrelated / Not Specified,General Science,Level 1,High
2026-STAR-0401,Eduardo,Ramos,Region IX,36,12,BS Science,Unrelated / Not Specified,Chemistry,Level 3,High
2026-STAR-0402,Roberto,Gomez,Region X,41,15,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-0403,Eduardo,Gonzales,Region VII,49,32,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-0404,Carmela,Bautista,Region IV-A,37,5,Master of Arts in Ed,Unrelated / Not Specified,Biology,Level 2,High
2026-STAR-0405,Carmen,Alvarez,Region V,40,30,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-0406,Pedro,Navarro,BARMM,26,2,Master of Arts in Ed,Unrelated / Not Specified,Physics,Level 1,High
2026-STAR-0407,Luz,Ramos,Region VI,33,25,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-0408,Lourdes,Villanueva,Region IX,41,9,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-0409,Ana,Alvarez,Region IV-A,50,6,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-0410,Carmela,Cruz,Region III,39,8,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-0411,Ramon,Alvarez,Region II,32,5,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-0412,Ana,Mendoza,CAR,29,9,PhD STEM,General Science,Physics,Level 1,High
2026-STAR-0413,Miguel,Torres,Region IV-A,30,18,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-0414,Lourdes,Perez,Region I,28,21,PhD STEM,Physics,Biology,Level 1,High
2026-STAR-0415,Elena,Alvarez,Region II,53,11,BS Science,General Science,General Science,Level 2,Low
2026-STAR-0416,Beatriz,Aquino,Region VII,52,7,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-0417,Carmen,Cruz,CAR,57,27,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-0418,Carmen,Gonzales,Region XI,30,14,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-0419,Sofia,Fernandez,Region IV-B,46,11,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-0420,Carmen,Alvarez,Region I,34,30,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-0421,Jose,Garcia,Region VII,39,6,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-0422,Elena,Tolentino,Region VIII,26,5,Master of Arts in Ed,Physics,Chemistry,Level 1,High
2026-STAR-0423,Carlos,Lopez,Region III,55,7,PhD STEM,Unrelated / Not Specified,General Science,Level 1,High
2026-STAR-0424,Pilar,Perez,Region X,25,12,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-0425,Maria,Santos,Region XI,35,31,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-0426,Ricardo,Ramos,Region VIII,32,6,PhD STEM,Mathematics,Chemistry,Level 1,High
2026-STAR-0427,Sofia,Lopez,NCR,55,27,BS Science,Physics,Physics,Level 2,Low
2026-STAR-0428,Lourdes,Aquino,Region III,37,6,PhD STEM,Unrelated / Not Specified,General Science,Level 1,High
2026-STAR-0429,Ana,Navarro,Region XII,24,27,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-0430,Jose,Gonzales,Region XII,54,7,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-0431,Jose,Fernandez,Region III,41,15,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-0432,Carlos,Santos,BARMM,25,7,Bachelor of Secondary Education,Mathematics,General Science,Level 1,High
2026-STAR-0433,Carlos,Gomez,Region VII,55,18,Bachelor of Secondary Education,Unrelated / Not Specified,Physics,Level 3,High
2026-STAR-0434,Pilar,Garcia,NCR,41,32,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-0435,Luz,Gonzales,Region X,34,22,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-0436,Carlos,Navarro,NCR,52,30,PhD STEM,Unrelated / Not Specified,Chemistry,Level 2,High
2026-STAR-0437,Luis,Dela Cruz,NCR,36,27,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-0438,Roberto,Rodriguez,Region XI,27,7,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-0439,Beatriz,Dela Cruz,Region VIII,36,2,Bachelor of Secondary Education,Biology,Biology,Level 1,Low
2026-STAR-0440,Jose,Torres,Region VIII,37,2,Bachelor of Secondary Education,Physics,Physics,Level 1,Low
2026-STAR-0441,Jose,Fernandez,Region II,25,30,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-0442,Antonio,Gomez,Region V,33,6,Master of Arts in Ed,Unrelated / Not Specified,Mathematics,Level 2,High
2026-STAR-0443,Antonio,Navarro,Region V,53,4,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-0444,Carmen,Tolentino,Region XII,35,3,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-0445,Miguel,Navarro,Region VII,28,4,Master of Arts in Ed,Unrelated / Not Specified,Biology,Level 3,High
2026-STAR-0446,Pedro,Garcia,Region IV-B,49,6,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-0447,Jose,Perez,Region IV-B,23,9,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-0448,Teresa,Garcia,Region IV-B,46,13,BS Science,Unrelated / Not Specified,Physics,Level 2,High
2026-STAR-0449,Ana,Torres,Region V,42,7,PhD STEM,Unrelated / Not Specified,Biology,Level 2,High
2026-STAR-0450,Manuel,Fernandez,Region XII,43,22,Bachelor of Secondary Education,Chemistry,Mathematics,Level 1,High
2026-STAR-0451,Maria,Reyes,Region XIII,34,13,BS Science,Unrelated / Not Specified,Chemistry,Level 1,High
2026-STAR-0452,Teresa,Perez,Region IV-A,53,28,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-0453,Carlos,Torres,Region XII,48,9,PhD STEM,General Science,General Science,Level 2,Low
